Style,Variant Code,total_quantity,reorder_threshold,reorder_quantity,reorder_value,tier
TRUDY,120.38.,6.0,100,94.0,9399.06,okay
LETTA,990XS,4.0,100,96.0,9312.0,okay
AZRA,919.XL.,4.0,100,96.0,9312.0,okay
JODIE,990.M.,4.0,100,96.0,9312.0,okay
NEVINE LARGE WALLET,535NS,6.0,100,94.0,9306.0,okay
ORIANA,990.41.,6.0,100,94.0,9306.0,okay
ORIANA,990.39.,6.0,100,94.0,9306.0,okay
MAXYM,990.M,5.0,100,95.0,9215.0,okay
AZRA,919.XS.,5.0,100,95.0,9215.0,okay
MERRICK,990.XS.,5.0,100,95.0,9215.0,okay
ODIN WALLET,720.NS.,66.0,300,234.0,9126.0,doing_good
HUDSON,990.XS,6.0,100,94.0,9118.0,okay
JOHAN,990.S,6.0,100,94.0,9118.0,okay
AZEL,990.NS,14.0,200,186.0,9114.0,making_progress
KRYSTA CARDHOLDER,112.NS.,67.0,300,233.0,9087.0,doing_good
AZEL,730.NS,15.0,200,185.0,9065.0,making_progress
DOMINIC TRI-FOLD WALLET,720.NS.,68.0,300,232.0,9048.0,doing_good
VIDA,990S,7.0,100,93.0,9021.0,okay
RENATA,990.M,7.0,100,93.0,9021.0,okay
HENRIQUE,990XS,7.0,100,93.0,9021.0,okay
JODIE,990.S.,7.0,100,93.0,9021.0,okay
SOHO 28,460.28,0.0,100,100.0,8999.0,okay
SOHO 28,990.28,0.0,100,100.0,8999.0,okay
JODELLE CARDHOLDER,920.NS,17.0,200,183.0,8967.0,making_progress
HARPER CARDHOLDER,870.NS.,71.0,300,229.0,8931.0,doing_good
ETHAN,350.S,1.0,100,99.0,8909.01,okay
WILL,931.S,1.0,100,99.0,8909.01,okay
WILL,460.3XL,1.0,100,99.0,8909.01,okay
WILL,460.2XL,1.0,100,99.0,8909.01,okay
ETHAN,350.3XL,1.0,100,99.0,8909.01,okay
WILL,460.M,1.0,100,99.0,8909.01,okay
ETHAN,815.XL,1.0,100,99.0,8909.01,okay
ETHAN,815.M,1.0,100,99.0,8909.01,okay
AMINA,990NS,22.0,200,178.0,8898.220000000001,making_progress
CHENAH SHOULDER BAG,848.NS,22.0,200,178.0,8898.220000000001,making_progress
AMINA,113NS,22.0,200,178.0,8898.220000000001,making_progress
DOMINIC TRI-FOLD WALLET,990.NS.,72.0,300,228.0,8892.0,doing_good
WILL,460.S,2.0,100,98.0,8819.019999999999,okay
ETHAN,815.XS,2.0,100,98.0,8819.019999999999,okay
ETHAN,815.L,2.0,100,98.0,8819.019999999999,okay
ETHAN,350.XS,2.0,100,98.0,8819.019999999999,okay
RYDER CARDHOLDER,918.NS.,68.0,300,232.0,8816.0,doing_good
KRYSTA CARDHOLDER,549.NS.,74.0,300,226.0,8814.0,doing_good
NOLE CARDHOLDER,870.NS.,62.0,300,238.0,8806.0,doing_good
CELINA CARDHOLDER,626NS,21.0,200,179.0,8771.0,making_progress
DOMINIC TRI-FOLD WALLET,870.NS.,76.0,300,224.0,8736.0,doing_good
WILL,931.3XL,3.0,100,97.0,8729.029999999999,okay
WILL,931.XS,3.0,100,97.0,8729.029999999999,okay
ETHAN,815.3XL,3.0,100,97.0,8729.029999999999,okay
VAILA,730.NS,1.0,100,99.0,8712.0,okay
VAILA,311.NS,1.0,100,99.0,8712.0,okay
FARRYN,632M,0.0,100,100.0,8700.0,okay
FARRYN,735L,0.0,100,100.0,8700.0,okay
FARRYN,632S,0.0,100,100.0,8700.0,okay
FARRYN,735XL,0.0,100,100.0,8700.0,okay
FARRYN,549.M.,0.0,100,100.0,8700.0,okay
FARRYN,990L,0.0,100,100.0,8700.0,okay
FARRYN,730.M,0.0,100,100.0,8700.0,okay
FARRYN,632XS,0.0,100,100.0,8700.0,okay
MOLLIE,730.XL,0.0,100,100.0,8700.0,okay
MOLLIE,730.L,0.0,100,100.0,8700.0,okay
MOLLIE,730.M,0.0,100,100.0,8700.0,okay
INDIRA,990S,0.0,100,100.0,8700.0,okay
MOLLIE,730.S,0.0,100,100.0,8700.0,okay
ANISE CARDHOLDER,580.NS.,77.0,300,223.0,8697.0,doing_good
JODELLE CARDHOLDER,733.NS,123.0,300,177.0,8673.0,doing_good
JODELLE CARDHOLDER,853.NS,23.0,200,177.0,8673.0,making_progress
KEYSI WALLET/CARDHOLDER,915.NS.,23.0,200,177.0,8673.0,making_progress
KRYSTA CARDHOLDER,920.NS.,78.0,300,222.0,8658.0,doing_good
NOLE CARDHOLDER,720.NS.,66.0,300,234.0,8658.0,doing_good
WILL,460.XL,4.0,100,96.0,8639.039999999999,okay
ETHAN,350.2XL,4.0,100,96.0,8639.039999999999,okay
WILL,460.XS,4.0,100,96.0,8639.039999999999,okay
ODIN WALLET,350.NS.,79.0,300,221.0,8619.0,doing_good
JOSEF,730.XL,1.0,100,99.0,8613.0,okay
FARRYN,735S,1.0,100,99.0,8613.0,okay
PRIMA,990.XL,1.0,100,99.0,8613.0,okay
FARRYN,730.XS,1.0,100,99.0,8613.0,okay
LIAM,870.M,1.0,100,99.0,8613.0,okay
FARRYN,857.XS.,1.0,100,99.0,8613.0,okay
FARRYN,730.S,1.0,100,99.0,8613.0,okay
KATHI,990.S,1.0,100,99.0,8613.0,okay
VAYDA,990.XS,1.0,100,99.0,8613.0,okay
VAYDA,669.S,1.0,100,99.0,8613.0,okay
VAYDA,669.M,1.0,100,99.0,8613.0,okay
FARRYN,735XS,1.0,100,99.0,8613.0,okay
ANISE CARDHOLDER,934.NS.,80.0,300,220.0,8580.0,doing_good
JODELLE CARDHOLDER,660.NS,25.0,200,175.0,8575.0,making_progress
WILL,931.XL,5.0,100,95.0,8549.05,okay
HARPER CARDHOLDER,112.NS.,81.0,300,219.0,8541.0,doing_good
MOLLIE,730.XS,2.0,100,98.0,8526.0,okay
FARRYN,857.L.,2.0,100,98.0,8526.0,okay
VAYDA,669.XL,2.0,100,98.0,8526.0,okay
PRIMA,990.S,2.0,100,98.0,8526.0,okay
VAYDA,669.L,2.0,100,98.0,8526.0,okay
KATHI,990.XS,2.0,100,98.0,8526.0,okay
KEYSI WALLET/CARDHOLDER,679.NS.,27.0,200,173.0,8477.0,making_progress
KRYSTA CARDHOLDER,632.NS.,83.0,300,217.0,8463.0,doing_good
ETHAN,815.2XL,6.0,100,94.0,8459.06,okay
LIAM,870.XL,3.0,100,97.0,8439.0,okay
MOLLIE,990.M,3.0,100,97.0,8439.0,okay
JOSEF,990.XL,3.0,100,97.0,8439.0,okay
CHIARA,990.XS,3.0,100,97.0,8439.0,okay
ARLYN,990.XS,3.0,100,97.0,8439.0,okay
LIAM,870.S,3.0,100,97.0,8439.0,okay
MELYA,990.XS,3.0,100,97.0,8439.0,okay
KEYSI WALLET/CARDHOLDER,547.NS.,29.0,200,171.0,8379.0,making_progress
JOLIE,990.00.,7.0,100,93.0,8369.07,okay
ALEYNA,990.00.,7.0,100,93.0,8369.07,okay
JOSEF,990.XS,4.0,100,96.0,8352.0,okay
FARRYN,857.XL.,4.0,100,96.0,8352.0,okay
MOLLIE,990.XS,4.0,100,96.0,8352.0,okay
KRYSTA CARDHOLDER,990.NS.,88.0,300,212.0,8268.0,doing_good
VAYDA,990.XL,5.0,100,95.0,8265.0,okay
FARRYN,870.XL.,5.0,100,95.0,8265.0,okay
ARLYN,990.XL,5.0,100,95.0,8265.0,okay
FARRYN,735M,5.0,100,95.0,8265.0,okay
FARRYN,549.XL.,5.0,100,95.0,8265.0,okay
MELYA,990.XL,5.0,100,95.0,8265.0,okay
LIAM,990.L,5.0,100,95.0,8265.0,okay
MOLLIE,870.XS.,5.0,100,95.0,8265.0,okay
JOSEF,870.XS.,5.0,100,95.0,8265.0,okay
CHIARA,735.XL,5.0,100,95.0,8265.0,okay
MOLLIE,990.XL,5.0,100,95.0,8265.0,okay
PRIMA,990.M,5.0,100,95.0,8265.0,okay
MOLLIE,990.S,5.0,100,95.0,8265.0,okay
INDIRA,990L,5.0,100,95.0,8265.0,okay
LIAM,990.S,5.0,100,95.0,8265.0,okay
CHIARA,735.S,5.0,100,95.0,8265.0,okay
FARRYN,620.XS,5.0,100,95.0,8265.0,okay
JOSEF,730.XS,5.0,100,95.0,8265.0,okay
FARRYN,620.L,6.0,100,94.0,8178.0,okay
FARRYN,990XS,6.0,100,94.0,8178.0,okay
FARRYN,870.XS.,6.0,100,94.0,8178.0,okay
FARRYN,549.XS.,6.0,100,94.0,8178.0,okay
LIAM,870.L,6.0,100,94.0,8178.0,okay
JOSEF,990.M,6.0,100,94.0,8178.0,okay
LIAM,990.M,6.0,100,94.0,8178.0,okay
ARLYN,990.L,6.0,100,94.0,8178.0,okay
RYDER CARDHOLDER,476.NS.,85.0,300,215.0,8170.0,doing_good
HADY CURVED SHOULDER BAG,620.NS.,-2.0,100,102.0,8158.98,okay
CHIARA,990.S,7.0,100,93.0,8091.0,okay
JOSEF,990.S,7.0,100,93.0,8091.0,okay
JOSEF,990.L,7.0,100,93.0,8091.0,okay
CHIARA,990.XL,7.0,100,93.0,8091.0,okay
INDIRA,990M,7.0,100,93.0,8091.0,okay
FARRYN,990M,7.0,100,93.0,8091.0,okay
FARRYN,990XL,7.0,100,93.0,8091.0,okay
MOLLIE,990.L,7.0,100,93.0,8091.0,okay
ARLYN,990.M,7.0,100,93.0,8091.0,okay
JODELLE CARDHOLDER,340.NS,35.0,200,165.0,8085.0,making_progress
SOHO 20,110.20,-1.0,100,101.0,8078.99,okay
UPTOWN LUGGAGE CASE,460.NS,-1.0,100,101.0,8078.99,okay
UPTOWN LUGGAGE CASE,620.NS,-1.0,100,101.0,8078.99,okay
HARPER CARDHOLDER,990.NS.,93.0,300,207.0,8073.0,doing_good
KEYSI WALLET/CARDHOLDER,858.NS.,36.0,200,164.0,8036.0,making_progress
WAYLEN BI-FOLD,990.NS,36.0,200,164.0,8036.0,making_progress
IMARA SLING,633.NS,0.0,100,100.0,7998.999999999999,okay
IMARA SLING,403.NS,0.0,100,100.0,7998.999999999999,okay
SOHO 20,990.20,0.0,100,100.0,7998.999999999999,okay
SOHO 20,460.20,0.0,100,100.0,7998.999999999999,okay
SOHO 24,460.24,0.0,100,100.0,7998.999999999999,okay
CESAR,990.NS,95.0,300,205.0,7995.0,doing_good
ANGELA SHAWL,990.NS,1.0,100,99.0,7919.009999999999,okay
IMARA SLING,312.NS,1.0,100,99.0,7919.009999999999,okay
VALENCIA LARGE WRISTLET,930.NS,1.0,100,99.0,7919.009999999999,okay
ANGELA SHAWL,104.NS,1.0,100,99.0,7919.009999999999,okay
VALENCIA LARGE WRISTLET,113NS,1.0,100,99.0,7919.009999999999,okay
VALENCIA LARGE WRISTLET,545.NS,1.0,100,99.0,7919.009999999999,okay
HADY CURVED SHOULDER BAG,976.NS.,1.0,100,99.0,7919.009999999999,okay
MARCY,100.NS,1.0,100,99.0,7919.009999999999,okay
ANGELA SHAWL,120.NS,1.0,100,99.0,7919.009999999999,okay
HADY CURVED SHOULDER BAG,112.NS,1.0,100,99.0,7919.009999999999,okay
KEYSI WALLET/CARDHOLDER,873.NS.,39.0,200,161.0,7889.0,making_progress
CELINA CARDHOLDER,413NS,39.0,200,161.0,7889.0,making_progress
CELINA CARDHOLDER,920NS,40.0,200,160.0,7840.0,making_progress
JODELLE CARDHOLDER,441.NS,40.0,200,160.0,7840.0,making_progress
ANGELA SHAWL,870.NS,2.0,100,98.0,7839.0199999999995,okay
CLAUDIA SHOULDER BAG,990.NS.,2.0,100,98.0,7839.0199999999995,okay
SOHO 24,110.24,2.0,100,98.0,7839.0199999999995,okay
FALLON SLING,805.NS,2.0,100,98.0,7839.0199999999995,okay
KEYSI WALLET/CARDHOLDER,123.NS.,41.0,200,159.0,7791.0,making_progress
HADY CURVED SHOULDER BAG,853.NS.,3.0,100,97.0,7759.03,okay
GREER,127.36.,2.0,100,98.0,7742.0,okay
GISELE,710.XL,0.0,100,100.0,7700.0,okay
KIKI GLOVE,990.XS,0.0,100,100.0,7700.0,okay
GISELE,520.XL,0.0,100,100.0,7700.0,okay
MATHIS,870.XL,0.0,100,100.0,7700.0,okay
EMMA,990.M,0.0,100,100.0,7700.0,okay
ODILE,990.XL,0.0,100,100.0,7700.0,okay
GENEVIVE,990.S,0.0,100,100.0,7700.0,okay
GENEVIVE,990.M,0.0,100,100.0,7700.0,okay
EVELYN,632.S,0.0,100,100.0,7700.0,okay
EVELYN,990.XS,0.0,100,100.0,7700.0,okay
MATHIS,990.XL,0.0,100,100.0,7700.0,okay
ZUNY,990.XL.,0.0,100,100.0,7700.0,okay
KIKI GLOVE,990.S,0.0,100,100.0,7700.0,okay
EVELYN,735.S,0.0,100,100.0,7700.0,okay
STEVIE,990.M,0.0,100,100.0,7700.0,okay
KIKI GLOVE,990.M,0.0,100,100.0,7700.0,okay
STEVIE,990.XS,0.0,100,100.0,7700.0,okay
FALLON SLING,114.NS,4.0,100,96.0,7679.039999999999,okay
GREER,990.40.,3.0,100,97.0,7663.0,okay
GREER,127.40.,3.0,100,97.0,7663.0,okay
GISELE,632.L,1.0,100,99.0,7623.0,okay
GISELE,125.XL,1.0,100,99.0,7623.0,okay
GISELE,125.L,1.0,100,99.0,7623.0,okay
MATHIS,870.L,1.0,100,99.0,7623.0,okay
GISELE,340.M,1.0,100,99.0,7623.0,okay
GISELE,632.S,1.0,100,99.0,7623.0,okay
GISELE,632.XL,1.0,100,99.0,7623.0,okay
GISELE,340.XL,1.0,100,99.0,7623.0,okay
MATHIS,870.S,1.0,100,99.0,7623.0,okay
EMMA,990.XL,1.0,100,99.0,7623.0,okay
EMMELIE LARGE PHONE WALLET,112.NS,5.0,100,95.0,7599.049999999999,okay
TINSLEY LARGE WALLET,990.NS,5.0,100,95.0,7599.049999999999,okay
GREER,990.41.,4.0,100,96.0,7584.0,okay
GISELE,632.XS,2.0,100,98.0,7546.0,okay
GISELE,550.S,2.0,100,98.0,7546.0,okay
NOLAN,870.XL,2.0,100,98.0,7546.0,okay
STEVIE,990.XL,2.0,100,98.0,7546.0,okay
EVELYN,990.L,2.0,100,98.0,7546.0,okay
GISELE,125.M,2.0,100,98.0,7546.0,okay
GISELE,990.XS,2.0,100,98.0,7546.0,okay
GISELE,632.M,2.0,100,98.0,7546.0,okay
GISELE,990.XL,2.0,100,98.0,7546.0,okay
SILA,909.36,2.0,100,98.0,7546.0,okay
GISELE,520.S,2.0,100,98.0,7546.0,okay
VALENCIA LARGE WRISTLET,320.NS,6.0,100,94.0,7519.0599999999995,okay
GREER,127.37.,5.0,100,95.0,7505.0,okay
CELINA MEDIUM BI-FOLD WALLET,413NS,5.0,100,95.0,7505.0,okay
GREER,990.37.,5.0,100,95.0,7505.0,okay
MATHIS,990.L,3.0,100,97.0,7469.0,okay
GISELE,125.XS,3.0,100,97.0,7469.0,okay
GISELE,990.L,3.0,100,97.0,7469.0,okay
GISELE,340.L,3.0,100,97.0,7469.0,okay
CELINA PHONE WALLET/CROSSBODY,920NS,7.0,100,93.0,7439.07,okay
CELINA PHONE WALLET/CROSSBODY,669NS,7.0,100,93.0,7439.07,okay
GREER,990.36.,6.0,100,94.0,7426.0,okay
MATHIS,990.XS,4.0,100,96.0,7392.0,okay
GISELE,340.XS,4.0,100,96.0,7392.0,okay
STEVIE,730.S,4.0,100,96.0,7392.0,okay
ZUNY,990.XS,4.0,100,96.0,7392.0,okay
EVELYN,990.S,4.0,100,96.0,7392.0,okay
EMMA,990.L,4.0,100,96.0,7392.0,okay
STEVIE,730.XS,4.0,100,96.0,7392.0,okay
ODILE,990.XS,4.0,100,96.0,7392.0,okay
NOLAN,870.S,4.0,100,96.0,7392.0,okay
SOHO 24,990.24,8.0,100,92.0,7359.08,okay
TINSLEY LARGE WALLET,360.NS,8.0,100,92.0,7359.08,okay
STEVIE,990.L,5.0,100,95.0,7315.0,okay
STEVIE,730.XL,5.0,100,95.0,7315.0,okay
GISELE,520.XS,5.0,100,95.0,7315.0,okay
GISELE,520.L,5.0,100,95.0,7315.0,okay
GISELE,520.M,5.0,100,95.0,7315.0,okay
ZUNY,990.M,5.0,100,95.0,7315.0,okay
NOLAN,990.XL,5.0,100,95.0,7315.0,okay
KIKI GLOVE,990.XL,5.0,100,95.0,7315.0,okay
GISELE,710.XS,5.0,100,95.0,7315.0,okay
MATHIS,870.M,5.0,100,95.0,7315.0,okay
GISELE,125.S,5.0,100,95.0,7315.0,okay
GISELE,550.XS,5.0,100,95.0,7315.0,okay
ODILE,990.S,5.0,100,95.0,7315.0,okay
GREER,990.39.,8.0,100,92.0,7268.0,okay
MATHIS,990.M,6.0,100,94.0,7238.0,okay
SILA,909.34,6.0,100,94.0,7238.0,okay
KIKI GLOVE,990.L,6.0,100,94.0,7238.0,okay
MYLANA,990XS,6.0,100,94.0,7238.0,okay
SILA,909.38,7.0,100,93.0,7161.0,okay
GISELE,320.S,7.0,100,93.0,7161.0,okay
GISELE,710.S,7.0,100,93.0,7161.0,okay
SILA,953.32,7.0,100,93.0,7161.0,okay
GISELE,340.S,8.0,100,92.0,7084.0,okay
GISELE,550.XL,8.0,100,92.0,7084.0,okay
STEVIE,730.L,8.0,100,92.0,7084.0,okay
GISELE,710.L,8.0,100,92.0,7084.0,okay
GISELE,320.XS,8.0,100,92.0,7084.0,okay
PHILIPA MINI BACKPACK,736.NS,-1.0,100,101.0,7068.99,okay
PHILIPA SHOULDER BAG,736.NS,0.0,100,100.0,6998.999999999999,okay
"CLAUDIA 12"" SHOULDER BAG",990.NS.,0.0,100,100.0,6998.999999999999,okay
CIANA LARGE WALLET / CROSSBODY,113NS,-1.0,100,101.0,6956.879999999999,okay
PHILIPA MINI BACKPACK,936.NS,1.0,100,99.0,6929.009999999999,okay
ASYA,160.XL,1.0,100,99.0,6929.009999999999,okay
PHILIPA CROSSBODY,936.NS,1.0,100,99.0,6929.009999999999,okay
ABERDEEN WALLET,115.NS,0.0,100,100.0,6900.0,okay
VAL CLUTCH,620.NS,0.0,100,100.0,6888.0,okay
VAL CLUTCH,990.NS,0.0,100,100.0,6888.0,okay
AREANNA SHOULDER BAG,312.NS,2.0,100,98.0,6859.0199999999995,okay
CIANA LARGE WALLET / CROSSBODY,440NS,1.0,100,99.0,6819.12,okay
SHEANA,990.S,0.0,100,100.0,6800.0,okay
SHEANA,990.XL,0.0,100,100.0,6800.0,okay
VIVIAN,990.XL.,26.0,200,174.0,6786.0,making_progress
MATTHEW,990.34,-1.0,100,101.0,6767.0,okay
ASHBY,870.NS,2.0,100,98.0,6762.0,okay
VAL CLUTCH,109.NS,2.0,100,98.0,6750.24,okay
CIANA LARGE WALLET / CROSSBODY,115NS,2.0,100,98.0,6750.24,okay
SHEANA,990.XS,1.0,100,99.0,6732.0,okay
NOELA,990.M,0.0,100,100.0,6700.0,okay
DAPHNE CARDHOLDER,710NS,2.0,100,98.0,6664.0,okay
NOELA,990.S,1.0,100,99.0,6633.0,okay
BLAIRE,990.NS,4.0,100,96.0,6624.0,okay
SHEANA,620.XS,3.0,100,97.0,6596.0,okay
SHEANA,620.XL,3.0,100,97.0,6596.0,okay
AREANNA SHOULDER BAG,250.NS,6.0,100,94.0,6579.0599999999995,okay
ABERDEEN WALLET,847.NS,5.0,100,95.0,6555.0,okay
ODIN WALLET,990.NS.,32.0,200,168.0,6552.0,making_progress
VIVIAN,990.M.,33.0,200,167.0,6513.0,making_progress
ANISE CARDHOLDER,890.NS.,34.0,200,166.0,6474.0,making_progress
ODIN CARDHOLDER,470.NS.,77.0,300,223.0,6467.0,doing_good
ODIN CARDHOLDER,350.NS.,77.0,300,223.0,6467.0,doing_good
SHEANA,620.M,5.0,100,95.0,6460.0,okay
DAPHNE CARDHOLDER,113NS,5.0,100,95.0,6460.0,okay
SHEANA,620.S,6.0,100,94.0,6392.0,okay
ODIN CARDHOLDER,720.NS.,80.0,300,220.0,6380.0,doing_good
AESON,914.NS,88.0,300,212.0,6357.88,doing_good
DOMINIC BI-FOLD WALLET,990.NS.,37.0,200,163.0,6357.0,making_progress
ODIN CARDHOLDER,580.NS.,81.0,300,219.0,6351.0,doing_good
DECLAN,990.NS,89.0,300,211.0,6327.889999999999,doing_good
SHEANA,620.L,7.0,100,93.0,6324.0,okay
DOMINIC BI-FOLD WALLET,870.NS.,38.0,200,162.0,6318.0,making_progress
ARTIE,870.NS,83.0,300,217.0,6293.0,doing_good
ODIN WALLET,870.NS.,39.0,200,161.0,6279.0,making_progress
ASHBY,990.NS,9.0,100,91.0,6279.0,okay
SHEANA,990.L,8.0,100,92.0,6256.0,okay
SHEANA,990.M,8.0,100,92.0,6256.0,okay
ANISE CARDHOLDER,116.NS.,40.0,200,160.0,6240.0,making_progress
ODIN CARDHOLDER,870.NS.,85.0,300,215.0,6235.0,doing_good
MATTHEW,990.32,7.0,100,93.0,6231.0,okay
DECLAN,350.NS,93.0,300,207.0,6207.929999999999,doing_good
AESON,908.NS,94.0,300,206.0,6177.94,doing_good
POLLY,990.NS.,35.0,200,165.0,6105.0,making_progress
NOELA,919.M.,9.0,100,91.0,6097.0,okay
NOELA,919.L.,9.0,100,91.0,6097.0,okay
MATTHEW,990.30,9.0,100,91.0,6097.0,okay
CHENAH SATCHEL,120.NS,-1.0,100,101.0,6058.99,okay
SOMMER SHOULDER BAG,975.NS,-1.0,100,101.0,6058.99,okay
CHENAH SATCHEL,849.NS,-1.0,100,101.0,6058.99,okay
MARTINA CLUTCH,919.NS.,-1.0,100,101.0,6058.99,okay
MATTHEW,990.44,10.0,100,90.0,6030.0,okay
NOELA,919.S.,10.0,100,90.0,6030.0,okay
MATTHEW,990.42,10.0,100,90.0,6030.0,okay
KEYSI MEDIUM BI-FOLD WALLET,918.NS,-2.0,100,102.0,6018.0,okay
CHENAH CROSSBODY,849.NS,0.0,100,100.0,5999.0,okay
CHENAH SATCHEL,990.NS,0.0,100,100.0,5999.0,okay
SOMMER SHOULDER BAG,677.NS,1.0,100,99.0,5939.01,okay
CHENAH CROSSBODY,990.NS,1.0,100,99.0,5939.01,okay
DOMINIC BI-FOLD WALLET,720.NS.,48.0,200,152.0,5928.0,making_progress
ODIN WALLET,470.NS.,50.0,200,150.0,5850.0,making_progress
KEYSI MEDIUM BI-FOLD WALLET,998.NS,1.0,100,99.0,5841.0,okay
TAYLOR,620.NS.,84.0,300,216.0,5832.0,doing_good
MARTINA CLUTCH,953.NS.,3.0,100,97.0,5819.03,okay
SURELLE,918.NS,4.0,100,96.0,5759.04,okay
CHENAH CROSSBODY,805.NS,4.0,100,96.0,5759.04,okay
DEVINA,990.32,0.0,100,100.0,5700.0,okay
DEVINA,670.32,0.0,100,100.0,5700.0,okay
DEVINA,847.30,0.0,100,100.0,5700.0,okay
KRYSTA CARDHOLDER,853.NS.,54.0,200,146.0,5694.0,making_progress
DEVINA,847.34,1.0,100,99.0,5643.0,okay
DEVINA,847.28,1.0,100,99.0,5643.0,okay
DEVINA,847.36,1.0,100,99.0,5643.0,okay
DEVINA,990.28,1.0,100,99.0,5643.0,okay
DEVINA,847.32,1.0,100,99.0,5643.0,okay
MARTINA CLUTCH,918.NS.,6.0,100,94.0,5639.06,okay
CHENAH COIN PURSE,848.NS,107.0,300,193.0,5597.0,doing_good
DEVINA,990.38,2.0,100,98.0,5586.0,okay
MARTINA CLUTCH,954.NS.,7.0,100,93.0,5579.070000000001,okay
CHENAH CROSSBODY,848.NS,7.0,100,93.0,5579.070000000001,okay
CHENAH COIN PURSE,849.NS,108.0,300,192.0,5568.0,doing_good
ARTIE,990.NS,108.0,300,192.0,5568.0,doing_good
TAYLOR,853.NS.,94.0,300,206.0,5562.0,doing_good
TAYLOR,112.NS.,95.0,300,205.0,5535.0,doing_good
DEVINA,990.40,3.0,100,97.0,5529.0,okay
DEVINA,990.26,3.0,100,97.0,5529.0,okay
DREANA,676.NS,8.0,100,92.0,5519.08,okay
CHENAH SATCHEL,848.NS,9.0,100,91.0,5459.09,okay
WAYLEN TRI-FOLD,990.NS,8.0,100,92.0,5428.0,okay
KEYSI MEDIUM BI-FOLD WALLET,990.NS,8.0,100,92.0,5428.0,okay
KARSON,870.28.,5.0,100,95.0,5415.0,okay
DEVINA,847.38,5.0,100,95.0,5415.0,okay
ESMEHA,932.04.,10.0,100,90.0,5399.1,okay
ESMEHA,932.12.,10.0,100,90.0,5399.1,okay
ESMEHA,100.00.,10.0,100,90.0,5399.1,okay
KEYSI MEDIUM BI-FOLD WALLET,700.NS,9.0,100,91.0,5369.0,okay
DEVINA,847.40,6.0,100,94.0,5358.0,okay
KARSON,870.48.,6.0,100,94.0,5358.0,okay
KARSON,990.28.,6.0,100,94.0,5358.0,okay
ESMEHA,932.00.,11.0,100,89.0,5339.110000000001,okay
TAYLOR,990.NS.,103.0,300,197.0,5319.0,doing_good
KEYSI MEDIUM BI-FOLD WALLET,112.NS,10.0,100,90.0,5310.0,okay
KEYSI MEDIUM BI-FOLD WALLET,622.NS,10.0,100,90.0,5310.0,okay
DEVINA,670.34,7.0,100,93.0,5301.0,okay
KARSON,990.48.,7.0,100,93.0,5301.0,okay
BOYD,990.32,7.0,100,93.0,5301.0,okay
DEVINA,990.42,7.0,100,93.0,5301.0,okay
DEVINA,847.42,7.0,100,93.0,5301.0,okay
KELVIN,990.32,7.0,100,93.0,5301.0,okay
CYRIL,990.NS,11.0,100,89.0,5251.0,okay
KELVIN,890.34,8.0,100,92.0,5244.0,okay
KELVIN,890.36,8.0,100,92.0,5244.0,okay
KELVIN,890.38,9.0,100,91.0,5187.0,okay
DEVINA,847.26,9.0,100,91.0,5187.0,okay
KELVIN,930.32,9.0,100,91.0,5187.0,okay
BOYD,890.44,9.0,100,91.0,5187.0,okay
KELVIN,930.44,10.0,100,90.0,5130.0,okay
DEVINA,670.30,10.0,100,90.0,5130.0,okay
DEVINA,620.26,11.0,100,89.0,5073.0,okay
KARSON,870.30.,11.0,100,89.0,5073.0,okay
KELVIN,853.34,11.0,100,89.0,5073.0,okay
DEVINA,670.28,11.0,100,89.0,5073.0,okay
DEVINA,670.36,11.0,100,89.0,5073.0,okay
BOYD,990.46,11.0,100,89.0,5073.0,okay
BOYD,890.46,11.0,100,89.0,5073.0,okay
AESON,897.NS,131.0,300,169.0,5068.3099999999995,doing_good
AREANNA SMALL SHOULDER BAG,720.NS,-1.0,100,101.0,5048.99,okay
IDA CARDHOLDER,990.NS,26.0,200,174.0,5046.0,making_progress
IDA CARDHOLDER,920.NS.,26.0,200,174.0,5046.0,making_progress
AREANNA SMALL SHOULDER BAG,312.NS,1.0,100,99.0,4949.01,okay
CHENAH SHOULDER BAG,990.NS,1.0,100,99.0,4949.01,okay
ORSON,908.32,1.0,100,99.0,4949.01,okay
CHENAH SHOULDER BAG,805.NS,1.0,100,99.0,4949.01,okay
HADY CELLPHONE HOLDER,250.NS,1.0,100,99.0,4949.01,okay
ROMAN,990.S,30.0,200,170.0,4930.0,making_progress
LULA CARDHOLDER,855.NS,0.0,100,100.0,4900.0,okay
JODELLE CARDHOLDER,552NS,0.0,100,100.0,4900.0,okay
ORSON,908.30,2.0,100,98.0,4899.02,okay
COLBY,908.NS,38.0,200,162.0,4858.38,making_progress
CELINA CARDHOLDER,552NS,1.0,100,99.0,4851.0,okay
ANDRE WALLET,990NS,1.0,100,99.0,4851.0,okay
ORSON,908.44,3.0,100,97.0,4849.03,okay
CHENAH SHOULDER BAG,849.NS,3.0,100,97.0,4849.03,okay
JODELLE CARDHOLDER,113NS,2.0,100,98.0,4802.0,okay
LULA CARDHOLDER,632.NS,2.0,100,98.0,4802.0,okay
LULA CARDHOLDER,360.NS,2.0,100,98.0,4802.0,okay
AZEL,350.NS,2.0,100,98.0,4802.0,okay
ORSON,908.42,4.0,100,96.0,4799.04,okay
DORELLE,213.NS,4.0,100,96.0,4799.04,okay
